Uuid,Status,Additional data,Characteristic,Path,K1 Messwert,K21000 Verdichtung Minimum,K21001 Verdichtung Maximum,K21002 Verdichtung Spannweite,K21003 Verdichtung Mittelwert,K21004 Verdichtung Sigma,K21005 Verdichtung Median,K21006 Verdichtung Unteres Quartil,K21007 Verdichtung Oberes Quartil,K21008 Verdichtung Cp,K21009 Verdichtung Cpk,K21010 Verdichtung Anzahl,K21011 Verdichtung Gelbbereich,K21012 Verdichtung Rotbereich,K4 Messdatum,K6 Identnummer,K8 Pr¸fer,K9 Text,K10 Maschine,K12 Pr¸fmittel,K53 Auftragsnummer,K96 Freigabestatus,K99 .Verdichtungsjob,K100 Verdichtungsintervall,K101 Verdichtung Anzahl der Ursprungsmessungen,K842 Bemusterungsteil,K843 Beh‰lternummer,K844 Sondermessung,K850 Schicht,K853 Datenstempel,K854 Untergruppe 1,K855 Untergruppe 2,K856 Untergruppe 3,K857 Untergruppe 4,K858 Linie,K860 Aufbauvariante,K861 Antriebsvariante,K862 Lenkungsvariante,K863 Fahrwerksvariante,K864 Fertigungsschrittvariante,K865 Getriebevariante,K866 Ausstattungsvariante,K867 Exterieurvariante,K868 Programmvariante,K870 Identnr. 2,K871 Linie 2,K872 Messort,K873 Farbcode,K874 Baustufe,K1004 Bauteilstand,K1042 CAD-Stand,K1232 Programmstand,K2001 Merkmalsnummer,K2006 Dokumentationspflicht,K2021 Berechnungsvorschrift,K2022 Anzahl Nachkommastellen,K2100 Sollwert,K2101 Nennmaﬂ,K2110 Unterer Toleranz,K2111 Oberer Toleranz,K2120 Art der Grenze unten,K2342 Messmodul,K2343 Messpunktrolle,K2540 X-Richtung,K2541 Y-Richtung,K2542 Z-Richtung,K2543 X-Position,K2544 Y-Position,K2545 Z-Position,K2570 Kategorie,K2571 Funktionsbereich,K2580 PBMS-Punkt,K2581 Inline-Punkt,K2582 Symmetrisch,K2583 Manuelle Toleranzeingabe,K12004 Merkmalsart,K12010 Merkmalstyp,K12360 Messpunktverkn¸pfung,K12361 Verkn¸pfungstyp,K13001 Text 1,K13002 Text 2,K13003 Text 3,K13010 Messprogramm,K13011 Schnittebene,K13012 FMK-Kennung,K13013 Toleranzkette,K13014 Messprinzip
"882ce3c4-275a-43f6-9631-d64bac1148b7|ff7f3429-9e45-4b44-b14c-2a5764e9ddc0","1","False","NRLVP0015_V_EG.X","/AU583/Inline/SGR Aufbau 3/NRLVP0015_V_EG/NRLVP0015_V_EG.X","-0.27",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-737","0","-1","1",,"LVP_ANB_FRONTEND","n.def.","-1","0","0","-737","497","240","Netzmaﬂ","n.def.","n.def.","n.def.","n.def.","n.def.","variabel",,,"n.def.",,,"RPS_001_Hyz_RPS_003_Fx","LVP_A3_M7110AU583 LVP_FI_M9330AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|400eccb1-eeed-4e51-88c5-9f21f92c6ccc","1","False","NRLVP0015_V_EG.Y","/AU583/Inline/SGR Aufbau 3/NRLVP0015_V_EG/NRLVP0015_V_EG.Y","0.18",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"497","0","-1","1",,"LVP_ANB_FRONTEND","n.def.","-1","0","0","-737","497","240","Netzmaﬂ","n.def.","n.def.","n.def.","n.def.","n.def.","variabel",,,"n.def.",,,"RPS_001_Hyz_RPS_003_Fx","LVP_A3_M7110AU583 LVP_FI_M9330AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|e93eec83-deee-474d-8764-c77529831b65","2","False","NRLVP0015_V_EG.Z","/AU583/Inline/SGR Aufbau 3/NRLVP0015_V_EG/NRLVP0015_V_EG.Z","-0.92",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"240","0","-1","1",,"LVP_ANB_FRONTEND","n.def.","-1","0","0","-737","497","240","Netzmaﬂ","n.def.","n.def.","n.def.","n.def.","n.def.","variabel",,,"n.def.",,,"RPS_001_Hyz_RPS_003_Fx","LVP_A3_M7110AU583 LVP_FI_M9330AU583",,,,"EG - Rechteckloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|fe0a24ec-38a3-4aa3-ab83-ef860b08138d","1","False","NRSLA0001_H_GA.X","/AU583/Inline/SGR Aufbau 3/NRSLA0001_H_GA/NRSLA0001_H_GA.X","0.39",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3540","0","-1","1",,"SLA_ANB_LEUCHTE","n.def.","1","2E-07","0","3540","541","506","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"RPS_003_Fx","SLA_A3_M8110AU583 SLA_FI_M9330AU583 SLA_SA_M5930AU583",,,,"GA - 6-Eck-Loch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|dbad3502-9b05-4c04-9f2b-e3349c3475e2","1","False","NRSLA0001_H_GA.Y","/AU583/Inline/SGR Aufbau 3/NRSLA0001_H_GA/NRSLA0001_H_GA.Y","-0.21",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"541","0","-1","1",,"SLA_ANB_LEUCHTE","n.def.","1","2E-07","0","3540","541","506","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"RPS_003_Fx","SLA_A3_M8110AU583 SLA_FI_M9330AU583 SLA_SA_M5930AU583",,,,"GA - 6-Eck-Loch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|703d6e9c-9ff7-409b-930d-74239156dad6","1","False","NRSLA0001_H_GA.Z","/AU583/Inline/SGR Aufbau 3/NRSLA0001_H_GA/NRSLA0001_H_GA.Z","-0.36",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"506","0","-1","1",,"SLA_ANB_LEUCHTE","n.def.","1","2E-07","0","3540","541","506","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,,"n.def.",,,"RPS_003_Fx","SLA_A3_M8110AU583 SLA_FI_M9330AU583 SLA_SA_M5930AU583",,,,"GA - 6-Eck-Loch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|37af5d58-7170-45ee-a705-beac2d41095d","1","False","NRSLA0014_H_DG.X","/AU583/Inline/SGR Aufbau 3/NRSLA0014_H_DG/NRSLA0014_H_DG.X","0.63",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3591","0","-1","1",,"Lochbild","n.def.","1","0","0","3591","601.5","156.65","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_002_Hy","SLA_A3_M8110AU583 SLA_SA_M5930AU583",,,,"DG - Langloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|d422f479-883a-48fa-99e1-624c43ec8f6e","3","False","NRSLA0014_H_DG.Y","/AU583/Inline/SGR Aufbau 3/NRSLA0014_H_DG/NRSLA0014_H_DG.Y","-1.6",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"601.5","0","-1","1",,"Lochbild","n.def.","1","0","0","3591","601.5","156.65","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_002_Hy","SLA_A3_M8110AU583 SLA_SA_M5930AU583",,,,"DG - Langloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|9e57e312-4d00-4162-ae04-e506f9347f44","1","False","NRSLA0014_H_DG.Z","/AU583/Inline/SGR Aufbau 3/NRSLA0014_H_DG/NRSLA0014_H_DG.Z","-0.41",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"156.65","0","-1","1",,"Lochbild","n.def.","1","0","0","3591","601.5","156.65","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_002_Hy","SLA_A3_M8110AU583 SLA_SA_M5930AU583",,,,"DG - Langloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|33a11cc0-6ccc-49a4-afd1-02fe3c4d5d38","1","False","NRSWA0001_R_HA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0001_R_HA/NRSWA0001_R_HA.X","-0.11",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"389.229","0","-1","1",,"Lochbild","n.def.","0","1","0","389.229","840.244","339.97","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,,"SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|582483e8-f0f3-4742-8f3b-e4d1ad698ead","1","False","NRSWA0001_R_HA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0001_R_HA/NRSWA0001_R_HA.Y","-0.48",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"840.244","0","-1","1",,"Lochbild","n.def.","0","1","0","389.229","840.244","339.97","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,,"SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|bca8e2d1-bf83-430f-935b-910867887fdb","1","False","NRSWA0001_R_HA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0001_R_HA/NRSWA0001_R_HA.Z","0.18",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"339.97","0","-1","1",,"Lochbild","n.def.","0","1","0","389.229","840.244","339.97","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,,"SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|d1d7a76b-4def-4446-9738-b13422e781e3","1","False","NRSWA0002_R_CA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0002_R_CA/NRSWA0002_R_CA.X","0.38",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"380.073","0","-1","1",,"Lochbild","n.def.","0","0.9992626","0.0383948","380.073","836.884","434.956","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b_Scharnier_VT_oben","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|83ef24e4-ae67-4ff7-86b4-2899f20afaa4","2","False","NRSWA0002_R_CA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0002_R_CA/NRSWA0002_R_CA.Y","-0.86",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"836.884","0","-1","1",,"Lochbild","n.def.","0","0.9992626","0.0383948","380.073","836.884","434.956","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b_Scharnier_VT_oben","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|66f004c4-ea5e-47cf-98a2-35e7a00ac996","1","False","NRSWA0002_R_CA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0002_R_CA/NRSWA0002_R_CA.Z","0.08",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"434.956","0","-1","1",,"Lochbild","n.def.","0","0.9992626","0.0383948","380.073","836.884","434.956","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b_Scharnier_VT_oben","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|2a72ecf4-1f12-4c10-859d-5078181e855d","1","False","NRSWA0004_R_CA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0004_R_CA/NRSWA0004_R_CA.X","-0.01",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"373.719","0","-1","1",,"Lochbild","n.def.","0","0.9992626","0.0383948","373.719","850.6","77.975","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b2_Scharnier_VT_unten","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|a7e07e64-f4d7-47c3-b504-b8cce649708c","1","False","NRSWA0004_R_CA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0004_R_CA/NRSWA0004_R_CA.Y","0.11",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"850.6","0","-1","1",,"Lochbild","n.def.","0","0.9992626","0.0383948","373.719","850.6","77.975","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b2_Scharnier_VT_unten","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|24065b54-2064-43f6-b547-254eda4586f5","1","False","NRSWA0004_R_CA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0004_R_CA/NRSWA0004_R_CA.Z","0.14",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"77.975","0","-1","1",,"Lochbild","n.def.","0","0.9992626","0.0383948","373.719","850.6","77.975","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b2_Scharnier_VT_unten","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|b729d1b5-3c69-4570-9aac-900e0c9eacc1","1","False","NRSWA0006_R_CA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0006_R_CA/NRSWA0006_R_CA.X","-0.24",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"1494.396","0","-1","1",,"Lochbild","n.def.","0","0.9997007","0.0244634","1494.396","840.733","450.554","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b4_Scharnier_HT_oben","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|46944bae-0903-44db-9697-a0c9136205b7","1","False","NRSWA0006_R_CA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0006_R_CA/NRSWA0006_R_CA.Y","-0.07",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"840.733","0","-1","1",,"Lochbild","n.def.","0","0.9997007","0.0244634","1494.396","840.733","450.554","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b4_Scharnier_HT_oben","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|ba52572b-c81d-4f24-b4f9-695c39635e8f","1","False","NRSWA0006_R_CA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0006_R_CA/NRSWA0006_R_CA.Z","0.28",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"450.554","0","-1","1",,"Lochbild","n.def.","0","0.9997007","0.0244634","1494.396","840.733","450.554","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b4_Scharnier_HT_oben","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|5ed3ead5-a45b-4b38-bdbe-93c9ff0028e4","1","False","NRSWA0008_R_CA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0008_R_CA/NRSWA0008_R_CA.X","-0.03",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"1475.372","0","-1","1",,"Lochbild","n.def.","0","0.9997007","0.0244634","1475.372","856.163","65.285","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b6_Scharnier_HT_unten","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|bf8e947b-43e5-45d5-aebd-38baffa21314","1","False","NRSWA0008_R_CA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0008_R_CA/NRSWA0008_R_CA.Y","0.24",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"856.163","0","-1","1",,"Lochbild","n.def.","0","0.9997007","0.0244634","1475.372","856.163","65.285","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b6_Scharnier_HT_unten","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|1236436c-2970-495e-ab1b-aa910616e7ed","1","False","NRSWA0008_R_CA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0008_R_CA/NRSWA0008_R_CA.Z","0.13",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"65.285","0","-1","1",,"Lochbild","n.def.","0","0.9997007","0.0244634","1475.372","856.163","65.285","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"LTA_b6_Scharnier_HT_unten","SWA_A3_M7510AU583",,,,"CA - Rundloch normal"
